Name,Masked,Real,Diff
6838_1_{X-18},9,12,3
6673_3_{X-18},7,10,3
IMG_0470,18,21,3
Spike_497,5,8,3
IMG_0442,15,18,3
8821,17,20,3
IMG_0570,18,21,3
IMG_0451,16,19,3
IMG_1112,20,23,3
IMG_0617,19,22,3
IMG_0778,14,17,3
8817_1,18,21,3
IMG_0974,12,15,3
IMG_0564,16,19,3
IMG_0342,14,17,3
Spike_429,8,11,3
6445,20,23,3
IMG_0527,21,24,3
Spike_788,9,12,3
IMG_1177,10,13,3
IMG_0476,23,26,3
8759_1,8,11,3
Spike_450,7,10,3
IMG_0946,17,20,3
Spike_186,7,10,3
IMG_0598,19,22,3
8739_4,21,24,3
IMG_0774,16,19,3
6418_1_{X-18},8,11,3
6449_1,24,27,3
IMG_1157,23,26,3
6419_3_{X-18},8,11,3
8750,19,22,3
IMG_1158,23,26,3
IMG_0609,16,19,3
8761_4,15,18,3
IMG_0520,18,21,3
IMG_0911,17,20,3
Spike_39,10,13,3
IMG_1183,17,20,3
6680_4_{X-18},20,23,3
7251_4,8,11,3
IMG_0782,16,19,3
IMG_0744,19,22,3
8769,20,23,3
IMG_0472,18,21,3
Spike_424,7,10,3
8823,5,8,3
IMG_0969,14,17,3
Spike_830,6,9,3
IMG_0402,18,21,3
IMG_0492,16,19,3
IMG_0732,19,22,3
6676_3_{X-18},7,10,3
IMG_1109,16,19,3
IMG_0975,16,19,3
Spike_828,6,9,3
IMG_0544,17,20,3
IMG_0768,8,11,3
IMG_0512,9,12,3
IMG_0416,19,22,3
IMG_0422,17,20,3
IMG_0884,15,18,3
IMG_0802,19,22,3
IMG_0509,18,21,3
6445_2,10,13,3
8744,17,20,3
IMG_1181,15,18,3
IMG_0794,15,18,3
IMG_1006,20,23,3
IMG_0592,14,17,3
6448,18,21,3
IMG_0414,15,18,3
IMG_0386,14,17,3
7251_1,18,21,3
8820,20,23,3
IMG_1035,22,25,3
8735_2,20,23,3
7254_4,20,23,3
IMG_0654,16,19,3
Spike_466,7,10,3
IMG_1066,17,20,3
IMG_1124,13,16,3
Spike_401,7,10,3
IMG_1014,17,20,3
IMG_0567,18,21,3
IMG_1139,19,22,3
IMG_0941,18,21,3
IMG_0340,16,19,3
IMG_0615,17,20,3
IMG_0758,17,20,3
Spike_793,9,12,3
8817_2,18,21,3
IMG_0335,16,19,3
IMG_0383,15,18,3
8831,23,26,3
IMG_1038,22,25,3
IMG_0528,23,26,3
8766_2,14,17,3
8774,16,19,3
IMG_0728,13,16,3
IMG_0344,18,21,3
IMG_0717,16,19,3
IMG_1153,17,19,2
8745_4,14,16,2
8761_1,8,10,2
IMG_0466,13,15,2
8729,21,23,2
6839_1_{X-18},8,10,2
8761_3,7,9,2
8738_4,18,20,2
IMG_1187,17,19,2
6450_3,10,12,2
Spike_60,10,12,2
8851,11,13,2
8807,20,22,2
Spike_321,9,11,2
Spike_409,7,9,2
IMG_0767,13,15,2
Spike_705,9,11,2
8784,12,14,2
6444_3,23,25,2
Spike_464,8,10,2
IMG_1081,24,26,2
Spike_462,6,8,2
8781,10,12,2
Spike_712,9,11,2
IMG_0338,9,11,2
IMG_0903,13,15,2
IMG_0888,19,21,2
Spike_782,7,9,2
Spike_711,7,9,2
IMG_0622,9,11,2
IMG_0449,17,19,2
IMG_0391,17,19,2
IMG_0746,17,19,2
6840_1_{X-18},10,12,2
IMG_0514,18,20,2
IMG_0890,21,23,2
8742_2,16,18,2
IMG_0501,17,19,2
IMG_0364,8,10,2
IMG_0549,20,22,2
6445_3,21,23,2
IMG_0795,17,19,2
8842,21,23,2
Spike_64,8,10,2
IMG_1004,19,21,2
8729_2,10,12,2
8760_4,24,26,2
IMG_0695,9,11,2
8748_1,8,10,2
8829,22,24,2
8745,8,10,2
7258_2,17,19,2
IMG_0773,17,19,2
IMG_0928,17,19,2
8805,22,24,2
8731_4,18,20,2
IMG_1127,18,20,2
IMG_0608,17,19,2
Spike_619,7,9,2
Spike_240,9,11,2
6676_1_{X-18},8,10,2
8746_3,7,9,2
IMG_0905,14,16,2
7259_4,8,10,2
7258,9,11,2
IMG_1113,12,14,2
Spike_616,7,9,2
Spike_717,8,10,2
8861,10,12,2
Spike_200,9,11,2
Spike_416,7,9,2
6419_1_{X-18},10,12,2
6443_2,21,23,2
Spike_707,8,10,2
Spike_66,7,9,2
8840_1,11,13,2
Spike_82,11,13,2
Spike_192,10,12,2
Spike_20,7,9,2
6838_3_{X-18},10,12,2
6834_4_{X-18},19,21,2
IMG_1041,24,26,2
Spike_515,8,10,2
Spike_220,7,9,2
IMG_0734,13,15,2
8735_4,21,23,2
8764_1,7,9,2
Spike_22,19,21,2
8847,11,13,2
IMG_0409,15,17,2
IMG_0705,17,19,2
IMG_0454,14,16,2
IMG_1043,17,19,2
IMG_0952,16,18,2
IMG_0925,19,21,2
IMG_0312,18,20,2
8740_3,9,11,2
Spike_28,6,8,2
IMG_0426,8,10,2
Spike_218,8,10,2
6674_4_{X-18},12,14,2
6671_3_{X-18},10,12,2
IMG_0762,16,18,2
8798_4,9,11,2
IMG_1084,23,25,2
Spike_529,9,11,2
Spike_18,8,10,2
8771,24,26,2
8738_1,9,11,2
8832,9,11,2
IMG_0419,19,21,2
Spike_110,7,9,2
8811,21,23,2
IMG_0923,20,22,2
8759_3,8,10,2
Spike_434,7,9,2
Spike_799,7,9,2
IMG_0662,15,17,2
6675_2_{X-18},21,23,2
Spike_224,10,12,2
IMG_0332,15,17,2
Spike_346,8,10,2
IMG_0917,20,22,2
8846,22,24,2
IMG_1053,12,14,2
8813,16,18,2
IMG_0979,11,13,2
IMG_1048,12,14,2
Spike_533,7,9,2
IMG_1058,17,19,2
8761_2,16,18,2
Spike_408,8,10,2
8764_4,15,17,2
IMG_0899,17,19,2
Spike_54,8,10,2
6839_2_{X-18},15,17,2
8755_1,10,12,2
IMG_1176,19,21,2
8762_1,7,9,2
Spike_58,9,11,2
IMG_0880,13,15,2
IMG_0580,16,18,2
8732_2,19,21,2
8793,8,10,2
8732_4,19,21,2
7253_2,9,11,2
Spike_459,7,9,2
IMG_0712,18,20,2
8750_3,10,12,2
Spike_239,16,18,2
8788,25,27,2
IMG_0568,19,21,2
Spike_664,8,10,2
IMG_1142,16,18,2
IMG_0403,21,23,2
Spike_453,6,8,2
IMG_1077,16,18,2
IMG_0560,16,18,2
8734_2,8,10,2
8733,19,21,2
Spike_26,16,18,2
Spike_790,6,8,2
IMG_0543,19,21,2
Spike_62,9,11,2
8745_2,15,17,2
8733_4,19,21,2
8740_4,19,21,2
Spike_435,8,10,2
IMG_0671,17,19,2
IMG_0534,17,19,2
IMG_1060,18,20,2
8791,15,17,2
IMG_0900,16,18,2
8761,8,10,2
IMG_0966,14,16,2
Spike_102,10,12,2
IMG_0589,9,11,2
Spike_427,8,10,2
IMG_1116,16,18,2
IMG_0404,20,22,2
IMG_1172,19,21,2
IMG_0679,14,16,2
Spike_805,5,7,2
Spike_644,6,8,2
IMG_0595,18,20,2
8735_3,10,12,2
IMG_0555,12,14,2
Spike_514,7,9,2
IMG_1151,17,19,2
IMG_1165,18,20,2
IMG_1131,15,17,2
IMG_0634,17,19,2
Spike_521,19,21,2
IMG_0990,14,16,2
8806,10,12,2
IMG_0605,21,23,2
IMG_0935,20,22,2
IMG_0797,15,17,2
IMG_1118,15,17,2
IMG_0463,20,22,2
IMG_0904,17,19,2
IMG_0737,15,17,2
IMG_1078,18,20,2
Spike_444,4,6,2
IMG_1091,17,19,2
Spike_108,8,10,2
IMG_0785,18,20,2
7257_2,20,22,2
Spike_449,8,10,2
7259_1,17,19,2
8752_2,18,20,2
IMG_0377,18,20,2
IMG_0781,17,19,2
IMG_0558,17,19,2
Spike_808,18,19,1
8742,8,9,1
7260_2,20,21,1
Spike_442,5,6,1
6417_1_{X-18},9,10,1
Spike_645,9,10,1
IMG_1025,17,18,1
IMG_0455,15,16,1
Spike_10,8,9,1
Spike_531,9,10,1
IMG_0879,17,18,1
IMG_0982,20,21,1
Spike_372,6,7,1
Spike_34,12,13,1
Spike_437,7,8,1
Spike_425,7,8,1
IMG_0366,10,11,1
Spike_625,6,7,1
IMG_0483,9,10,1
8752_3,10,11,1
Spike_210,8,9,1
6417_3_{X-18},9,10,1
IMG_0352,16,17,1
7254,11,12,1
Spike_188,9,10,1
IMG_0581,15,16,1
Spike_12,11,12,1
6671_2_{X-18},20,21,1
Spike_392,8,9,1
Spike_68,10,11,1
Spike_42,9,10,1
Spike_52,11,12,1
Spike_228,11,12,1
IMG_0726,17,18,1
Spike_14,10,11,1
Spike_74,5,6,1
Spike_791,5,6,1
8856,20,21,1
6677_2_{X-18},21,22,1
IMG_0710,18,19,1
IMG_0486,19,20,1
8728_5,8,9,1
Spike_222,9,10,1
IMG_0389,17,18,1
7254_2,21,22,1
Spike_6,9,10,1
Spike_100,10,11,1
Spike_397,5,6,1
Spike_80,10,11,1
8730,10,11,1
IMG_0690,8,9,1
Spike_715,9,10,1
Spike_215,21,22,1
IMG_0970,16,17,1
Spike_656,9,10,1
IMG_0738,20,21,1
Spike_755,9,10,1
IMG_0783,9,10,1
6832_4_{X-18},10,11,1
8741_4,15,16,1
8862,15,16,1
7258_3,9,10,1
7255_3,10,11,1
Spike_385,11,12,1
Spike_418,7,8,1
6448_1,20,21,1
Spike_344,9,10,1
Spike_204,11,12,1
Spike_535,9,10,1
Spike_439,8,9,1
Spike_342,8,9,1
Spike_506,9,10,1
Spike_86,8,9,1
Spike_454,10,11,1
8786,10,11,1
Spike_238,9,10,1
8760_1,13,14,1
6450_1,9,10,1
8741,8,9,1
8736_3,10,11,1
Spike_46,14,15,1
Spike_783,10,11,1
Spike_230,10,11,1
8835,13,14,1
Spike_807,10,11,1
IMG_0707,17,18,1
Spike_600,7,8,1
8798_3,9,10,1
Spike_16,9,10,1
IMG_0425,18,19,1
8863,11,12,1
Spike_410,7,8,1
IMG_0420,10,11,1
Spike_90,21,22,1
8815,21,22,1
Spike_182,10,11,1
Spike_461,7,8,1
IMG_1064,16,17,1
Spike_438,7,8,1
8798,21,22,1
Spike_547,9,10,1
Spike_378,9,10,1
Spike_194,9,10,1
IMG_0787,15,16,1
7257_4,21,22,1
Spike_615,7,8,1
IMG_0375,17,18,1
Spike_48,9,10,1
Spike_114,10,11,1
Spike_389,9,10,1
8770,17,18,1
IMG_0682,17,18,1
Spike_24,10,11,1
IMG_0663,17,18,1
Spike_621,8,9,1
Spike_232,19,20,1
8855,17,18,1
8729_1,22,23,1
Spike_477,7,8,1
Spike_404,8,9,1
Spike_816,8,9,1
Spike_198,11,12,1
6447,8,9,1
8765_2,17,18,1
IMG_1024,17,18,1
Spike_71,9,10,1
7254_1,11,12,1
Spike_441,6,7,1
8741_1,8,9,1
6448_4,10,11,1
Spike_640,5,6,1
Spike_244,9,10,1
8752_1,10,11,1
IMG_0532,21,22,1
Spike_234,16,17,1
IMG_0481,16,17,1
8733_3,10,11,1
IMG_0331,17,18,1
Spike_92,8,9,1
Spike_380,8,9,1
IMG_0354,17,18,1
Spike_440,7,8,1
Spike_76,9,10,1
8753_1,10,11,1
Spike_728,8,9,1
Spike_112,7,8,1
IMG_0406,13,14,1
8738,19,20,1
7256_3,7,8,1
Spike_128,11,12,1
8760_2,25,26,1
6445_1,22,23,1
8752,10,11,1
Spike_431,6,7,1
Spike_764,7,8,1
8738_3,10,11,1
8732,11,12,1
8782,11,12,1
IMG_1044,15,16,1
8741_2,15,16,1
6444_1,24,25,1
IMG_1016,18,19,1
IMG_0878,8,9,1
8738_2,19,20,1
IMG_0548,19,20,1
7252_3,7,8,1
8728_6,11,12,1
8852,14,15,1
8803,10,11,1
IMG_1059,17,18,1
7257_1,11,12,1
7258_1,10,11,1
6416_{X-18},9,10,1
8764,8,9,1
8844,23,24,1
6839_4_{X-18},16,17,1
7255_1,11,12,1
7260_4,20,21,1
7260_3,10,11,1
IMG_1171,20,21,1
IMG_0413,20,21,1
6834_1_{X-18},11,12,1
8849,17,18,1
8750_1,11,12,1
IMG_9927,26,27,1
IMG_0750,8,9,1
8731_1,9,10,1
8743,18,19,1
8826,12,13,1
8843,13,14,1
IMG_0505,21,22,1
IMG_1022,16,17,1
IMG_1009,17,18,1
6832_1_{X-18},15,16,1
7253_1,10,11,1
IMG_0926,19,20,1
IMG_1067,19,20,1
IMG_0764,19,20,1
8743_4,18,19,1
8740_1,10,11,1
IMG_0430,8,9,1
IMG_0136,30,31,1
8729_3,22,23,1
8728,16,17,1
8742_1,8,9,1
IMG_1152,9,10,1
6836_3_{X-18},6,7,1
8765,9,10,1
8740,10,11,1
6831_3_{X-18},6,7,1
6840_4_{X-18},20,21,1
IMG_0333,9,10,1
IMG_0988,20,21,1
7255,10,11,1
7260,10,11,1
IMG_0885,16,17,1
IMG_0936,20,21,1
8853,19,20,1
8818,9,10,1
8742_4,17,18,1
8780,18,19,1
7256,6,7,1
6680_3_{X-18},11,12,1
IMG_1133,17,18,1
8797,18,19,1
IMG_0376,18,19,1
IMG_0994,17,18,1
8736_1,11,12,1
8838,19,20,1
7255_2,20,21,1
6831_2_{X-18},12,13,1
7259,18,19,1
IMG_0992,17,18,1
8792,12,13,1
8734_4,9,10,1
IMG_1148,20,21,1
8814,10,11,1
8742_3,9,10,1
8768,20,21,1
IMG_0711,17,18,1
6420_1_{X-18},8,9,1
IMG_0660,9,10,1
8833,21,22,1
6831_4_{X-18},12,13,1
8749_3,9,10,1
IMG_0808,21,22,1
IMG_1188,18,19,1
8755_3,10,11,1
IMG_0882,17,18,1
8743_3,9,10,1
7251_2,10,11,1
IMG_0452,16,17,1
IMG_0983,17,18,1
IMG_0529,22,23,1
IMG_0731,22,23,1
IMG_0539,17,18,1
8798_2,18,19,1
IMG_0987,20,21,1
IMG_0636,16,17,1
8735,22,23,1
IMG_1017,17,18,1
IMG_0445,20,21,1
IMG_0373,8,9,1
IMG_1093,14,15,1
IMG_0806,21,22,1
IMG_0620,19,20,1
7253_3,18,19,1
IMG_0940,21,22,1
6448_2,11,12,1
8730_2,17,18,1
6447_2,14,15,1
6837_2_{X-18},8,9,1
IMG_0381,18,19,1
Spike_776,8,9,1
6671_4_{X-18},20,21,1
IMG_0489,11,12,1
IMG_1018,18,19,1
IMG_0985,20,21,1
8830,11,12,1
7256_1,6,7,1
7257_3,11,12,1
IMG_0444,16,17,1
8746_1,8,9,1
6836_2_{X-18},15,16,1
8840_2,22,23,1
8744_1,9,10,1
IMG_0916,20,21,1
8735_1,10,11,1
8753_3,10,11,1
6450,9,10,1
8750_2,21,22,1
IMG_0480,9,10,1
IMG_0537,18,19,1
IMG_0464,18,19,1
6832_2_{X-18},10,11,1
8762_3,7,8,1
IMG_0385,16,17,1
IMG_0694,9,10,1
8798_1,10,11,1
IMG_0603,19,20,1
8732_1,11,12,1
6416_3_{X-18},10,11,1
8834,10,11,1
8741_3,8,9,1
IMG_1184,10,11,1
Spike_202,9,10,1
Spike_184,9,10,1
6448_3,20,21,1
Spike_116,8,9,1
8736_2,19,20,1
Spike_624,6,7,1
7260_1,11,12,1
IMG_0535,18,19,1
8743_2,18,19,1
IMG_0716,17,18,1
6417_{X-18},9,10,1
Spike_120,10,11,1
Spike_94,9,10,1
IMG_0613,15,16,1
Spike_765,7,8,1
8745_1,8,9,1
Spike_697,9,10,1
8762,7,8,1
Spike_214,10,11,1
Spike_530,8,9,1
8861_5,11,12,1
7252_1,7,8,1
Spike_136,8,9,1
8861_4,19,20,1
IMG_1026,17,18,1
7255_4,20,21,1
8748_3,9,10,1
Spike_532,8,9,1
Spike_498,6,7,1
8732_3,10,11,1
Spike_25,11,12,1
8733_1,11,12,1
Spike_104,11,12,1
IMG_0666,10,11,1
Spike_580,9,10,1
Spike_406,6,7,1
Spike_405,6,7,1
Spike_208,8,9,1
IMG_0777,16,17,1
8760,25,26,1
IMG_0559,18,19,1
Spike_724,10,11,1
IMG_0361,9,10,1
6416_2_{X-18},18,19,1
7252,7,8,1
8743_1,9,10,1
Spike_190,10,11,1
Spike_757,9,10,1
6831_1_{X-18},7,8,1
Spike_512,8,9,1
Spike_716,10,11,1
Spike_226,13,14,1
Spike_98,9,10,1
Spike_814,8,9,1
Spike_88,8,9,1
Spike_78,9,10,1
7254_3,11,12,1
IMG_1062,17,18,1
IMG_0991,15,16,1
Spike_817,10,11,1
IMG_0612,16,17,1
8745_3,8,9,1
7253_4,10,11,1
7258_4,10,11,1
IMG_0433,9,10,1
8765_3,9,10,1
IMG_0584,23,24,1
8764_3,8,9,1
8857,18,19,1
8861_1,12,13,1
6840_2_{X-18},20,21,1
IMG_0739,17,18,1
IMG_1028,18,19,1
IMG_0898,17,18,1
IMG_1189,18,19,1
IMG_1149,18,19,1
6834_3_{X-18},10,11,1
8839,22,23,1
7259_2,9,10,1
IMG_0947,10,11,1
8749,19,19,0
Spike_4,9,9,0
IMG_1128,17,17,0
Spike_436,9,9,0
IMG_0702,9,9,0
Spike_379,10,10,0
6675_1_{X-18},12,12,0
IMG_0765,20,20,0
IMG_0399,10,10,0
8765_4,17,17,0
IMG_0348,16,16,0
IMG_0902,19,19,0
8736_4,20,20,0
IMG_0562,19,19,0
IMG_0456,16,16,0
8796,21,21,0
Spike_130,12,12,0
Spike_400,18,18,0
7256_2,13,13,0
Spike_1,15,15,0
8760_3,14,14,0
IMG_0479,10,10,0
IMG_0350,11,11,0
6416_1_{X-18},10,10,0
IMG_0920,18,18,0
Spike_84,9,9,0
IMG_1050,8,8,0
6840_3_{X-18},11,11,0
IMG_0747,10,10,0
Spike_508,10,10,0
IMG_0701,18,18,0
IMG_1179,15,15,0
Spike_692,14,14,0
Spike_38,9,9,0
IMG_0678,11,11,0
Spike_50,9,9,0
Spike_426,10,10,0
Spike_370,9,9,0
IMG_0438,21,21,0
IMG_0487,20,20,0
IMG_1134,17,17,0
7256_4,13,13,0
IMG_0429,18,18,0
Spike_446,9,9,0
IMG_0533,21,21,0
IMG_0588,15,15,0
IMG_0378,19,19,0
IMG_0353,18,18,0
Spike_818,9,9,0
IMG_0307,19,19,0
8730_3,9,9,0
6833_3_{X-18},6,6,0
8728_2,17,17,0
Spike_72,6,6,0
IMG_0515,20,20,0
8731,10,10,0
Spike_70,10,10,0
IMG_0490,20,20,0
Spike_44,10,10,0
IMG_1103,20,20,0
IMG_0714,17,17,0
Spike_132,12,12,0
Spike_813,11,11,0
IMG_1057,18,18,0
Spike_673,9,9,0
8728_1,9,9,0
6832_3_{X-18},17,17,0
Spike_541,14,14,0
IMG_0398,18,18,0
IMG_0372,18,18,0
IMG_1030,11,11,0
IMG_0729,18,18,0
IMG_1021,16,16,0
Spike_2,9,9,0
8744_3,9,9,0
IMG_1074,18,18,0
IMG_1106,22,22,0
Spike_196,12,12,0
IMG_0915,22,22,0
6839_3_{X-18},9,9,0
6833_4_{X-18},7,7,0
IMG_1147,11,11,0
8749_2,18,18,0
IMG_0459,15,15,0
Spike_432,9,9,0
IMG_0780,20,20,0
7251,21,21,0
Spike_725,12,12,0
Spike_430,10,10,0
Spike_510,10,10,0
IMG_0896,19,19,0
IMG_0967,16,16,0
Spike_274,12,12,0
Spike_32,10,10,0
6447_3,9,9,0
IMG_0725,18,18,0
Spike_341,9,9,0
IMG_0397,18,18,0
IMG_1068,12,12,0
IMG_0650,18,18,0
Spike_376,8,8,0
Spike_106,11,11,0
IMG_0380,20,20,0
IMG_0382,18,18,0
Spike_216,9,9,0
IMG_0485,20,20,0
Spike_206,21,21,0
IMG_0771,15,15,0
Spike_451,9,9,0
Spike_134,11,11,0
IMG_0763,20,20,0
8765_1,9,9,0
IMG_0468,16,16,0
IMG_0704,19,19,0
IMG_0467,15,15,0
IMG_0538,19,19,0
8728_4,10,10,0
8728_3,10,10,0
Spike_56,21,21,0
IMG_0706,19,19,0
Spike_511,8,8,0
IMG_0365,11,11,0
Spike_672,10,10,0
Spike_242,11,11,0
Spike_30,21,21,0
IMG_1049,14,14,0
6671_1_{X-18},11,11,0
6833_2_{X-18},11,11,0
Spike_428,10,10,0
IMG_0436,21,21,0
Spike_775,10,10,0
Spike_537,16,16,0
8861_3,12,12,0
IMG_1129,18,18,0
Spike_579,9,9,0
Spike_670,9,9,0
Spike_236,11,11,0
IMG_0552,20,20,0
Spike_569,22,22,0
8736,20,20,0
IMG_0971,18,18,0
Spike_507,10,10,0
Spike_377,10,10,0
Spike_433,8,8,0
Spike_575,15,15,0
IMG_1190,16,16,0
IMG_0458,16,16,0
IMG_0977,17,17,0
6833_1_{X-18},7,7,0
7252_4,14,14,0
IMG_1055,10,10,0
8749_1,10,10,0
8749_4,18,18,0
IMG_0621,20,20,0
7257,12,12,0
Spike_572,16,16,0
Spike_463,12,12,0
IMG_1156,14,14,0
IMG_0919,13,13,0
Spike_407,10,10,0
IMG_0437,21,21,0
7252_2,14,14,0
Spike_780,10,10,0
Spike_8,11,11,0
1988,12,12,0
IMG_1063,17,17,0
Spike_96,19,19,0
7259_3,19,19,0
IMG_0973,19,19,0
IMG_1020,16,16,0
IMG_0594,23,23,0
6447_1,8,8,0
IMG_0719,18,18,0
IMG_0749,16,16,0
IMG_0421,12,11,-1
8731_3,11,10,-1
